Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,WHH,WHD,WHA,HomeTeamLP,AwayTeamLP,MW,Sezon,H2H_Home,H2H_Away,H2H_Home_pts,H2H_Away_pts
2009-03-05,Palermo,Cagliari,5,1,H,46,41,44,34,0,1,L,W,D,W,L,D,W,L,W,W,1.95,3.1,3.5,11.0,14.0,38,9,WWL,LLW,6,3
2009-03-05,Roma,Chievo,0,0,D,52,31,52,42,0,0,L,W,L,W,L,L,W,L,D,W,1.5,3.4,6.0,2.0,18.0,38,9,DDW,DDL,5,2
2009-03-05,Siena,Napoli,2,1,H,29,36,36,37,0,3,L,L,W,W,L,W,L,D,D,D,2.2,2.8,3.2,13.0,8.0,38,9,DDL,DDW,2,5
2009-03-05,Udinese,Atalanta,3,0,H,45,37,44,36,3,3,W,W,W,L,L,W,L,D,L,D,1.91,3.1,3.6,7.0,9.0,38,9,DWL,DLW,4,4
2009-09-05,Lazio,Udinese,1,3,A,44,48,48,44,0,3,L,L,W,W,L,W,W,W,W,L,2.6,3.1,2.4,12.0,7.0,38,9,LDD,WDD,2,5
2009-09-05,Sampdoria,Reggina,5,0,H,40,27,47,54,0,3,L,D,L,W,D,W,D,W,L,L,2.6,3.25,2.3,6.0,16.0,38,9,WLW,LWL,6,3
2009-10-05,Atalanta,Genoa,1,1,D,37,46,39,33,0,3,L,W,L,D,L,W,L,L,W,W,2.9,3.2,2.15,9.0,10.0,39,9,LWD,WLD,4,4
2009-10-05,Cagliari,Roma,2,2,D,42,52,39,52,0,1,L,D,W,L,W,D,L,W,L,W,2.6,3.1,2.4,14.0,2.0,39,9,LDL,WDW,1,7
2009-10-05,Catania,Fiorentina,0,2,A,34,49,41,35,0,3,L,L,W,L,L,W,W,L,W,W,4.33,3.4,1.67,17.0,4.0,39,9,LLL,WWW,0,9
2009-10-05,Chievo,Inter,2,2,D,31,60,42,25,1,3,D,L,W,L,D,W,L,D,D,W,4.33,3.3,1.7,18.0,1.0,39,9,LLL,WWW,0,9
2009-10-05,Lecce,Napoli,1,1,D,33,37,59,39,1,0,D,W,L,L,L,L,W,L,D,D,1.57,3.6,4.8,18.0,8.0,39,9,DDL,DDW,2,5
2009-10-05,Milan,Juventus,1,1,D,64,61,29,34,3,1,W,W,W,W,W,D,D,D,L,D,1.8,3.1,4.0,5.0,3.0,39,9,DLL,DWW,1,7
2009-10-05,Siena,Palermo,1,0,H,31,51,37,45,3,3,W,L,L,W,W,W,L,W,D,W,2.75,3.2,2.25,13.0,11.0,39,9,WDL,LDW,4,4
2009-10-05,Torino,Bologna,1,1,D,30,37,53,59,0,0,L,W,L,W,L,L,W,L,L,L,1.91,3.2,3.5,15.0,18.0,39,9,WDL,LDW,4,4
2009-05-16,Roma,Catania,4,3,H,54,34,54,43,1,0,D,D,L,W,L,L,L,L,W,L,1.22,4.8,10.0,2.0,17.0,39,9,WDL,LDW,4,4
2009-05-16,Udinese,Milan,2,1,H,51,65,45,30,3,1,W,W,W,W,W,D,W,W,W,W,3.2,3.2,2.0,7.0,5.0,40,9,LLL,WWW,0,9
2009-05-17,Bologna,Lecce,2,1,H,38,34,60,60,1,1,D,L,W,L,L,D,D,W,L,L,1.8,3.4,3.6,18.0,18.0,40,9,DDD,DDD,3,3
2009-05-17,Fiorentina,Sampdoria,1,0,H,51,45,35,47,3,3,W,W,W,L,W,W,L,D,L,W,1.29,4.5,8.0,4.0,6.0,40,9,DDW,DDL,5,2
2009-05-17,Genoa,Chievo,2,2,D,47,33,34,44,1,1,D,W,L,L,W,D,D,L,W,L,1.57,3.5,5.0,10.0,18.0,40,9,W,L,3,0
2009-05-17,Inter,Siena,3,0,H,62,32,27,37,1,3,D,W,L,D,D,W,W,L,L,W,1.17,5.5,12.0,1.0,13.0,40,9,WDW,LDL,7,1
2009-05-17,Juventus,Atalanta,2,2,D,62,38,35,40,1,1,D,D,D,D,L,D,L,W,L,D,1.25,4.5,10.0,3.0,9.0,40,9,WWW,LLL,9,0
2009-05-17,Napoli,Torino,1,2,A,38,31,40,54,1,1,D,L,W,L,D,D,L,W,L,W,2.75,3.2,2.25,8.0,15.0,40,9,DLL,DWW,1,7
2009-05-17,Palermo,Lazio,2,0,H,51,45,46,51,0,0,L,W,L,W,D,L,L,L,W,W,1.5,3.6,5.5,11.0,12.0,40,9,DWL,DLW,4,4
2009-05-17,Reggina,Cagliari,2,1,H,27,44,59,41,0,1,L,W,D,W,L,D,L,D,W,L,1.67,3.5,4.2,16.0,14.0,40,9,WDD,LDD,5,2
2009-05-20,Lazio,Reggina,1,0,H,45,29,53,60,0,3,L,L,L,L,W,W,L,W,D,W,,,,12.0,16.0,41,9,DWW,DLL,7,1
2009-05-24,Atalanta,Palermo,2,2,D,40,53,42,46,1,3,D,D,L,W,L,W,L,W,L,W,3.1,3.25,2.3,9.0,11.0,41,9,LDL,WDW,1,7
2009-05-24,Cagliari,Inter,2,1,H,45,65,43,27,0,3,L,D,L,D,W,W,D,W,L,D,3.1,3.25,2.3,14.0,1.0,41,9,LLD,WWD,1,7
2009-05-24,Catania,Napoli,3,1,H,37,39,47,42,0,0,L,L,L,L,W,L,D,L,W,L,2.25,3.0,3.4,17.0,8.0,41,9,LWL,WLW,3,6
2009-05-24,Chievo,Bologna,0,0,D,35,40,46,61,1,3,D,D,D,L,W,W,D,L,W,L,,,,18.0,18.0,41,9,LWD,WLD,4,4
2009-05-24,Lecce,Fiorentina,1,1,D,35,52,62,35,0,3,L,D,D,W,L,W,W,W,W,L,5.5,3.8,1.6,18.0,4.0,41,9,LLW,WWL,3,6
2009-05-24,Milan,Roma,2,3,A,66,58,32,57,0,3,L,D,W,W,W,W,D,D,L,W,1.8,3.4,4.8,5.0,2.0,41,9,LLD,WWD,1,7
2009-05-24,Sampdoria,Udinese,2,2,D,45,53,48,46,0,3,L,W,L,D,L,W,W,W,W,W,3.1,3.4,2.25,6.0,7.0,41,9,LWD,WLD,4,4
2009-05-24,Siena,Juventus,0,3,A,32,64,40,37,0,1,L,W,W,L,L,D,D,D,D,D,8.5,4.33,1.4,13.0,3.0,41,9,LWL,WLW,3,6
2009-05-24,Torino,Genoa,2,3,A,33,49,55,36,3,1,W,D,L,W,L,D,D,W,L,L,1.4,4.5,7.5,15.0,10.0,42,9,DLL,DWW,1,7
2009-05-31,Bologna,Catania,3,1,H,40,40,61,48,1,3,D,W,D,L,W,W,L,L,L,L,1.3,4.8,11.0,18.0,17.0,42,9,W,L,3,0
2009-05-31,Fiorentina,Milan,0,2,A,53,68,36,35,1,0,D,W,W,W,W,L,L,D,W,W,2.4,3.3,2.9,4.0,5.0,42,9,DLL,DWW,1,7
2009-05-31,Genoa,Lecce,4,1,H,52,36,38,63,3,1,W,D,D,W,L,D,L,D,D,W,1.33,4.8,9.5,10.0,18.0,42,9,W,L,3,0
2009-05-31,Inter,Atalanta,4,3,H,66,42,29,44,0,1,L,W,D,W,L,D,D,D,L,W,1.4,4.2,9.0,1.0,9.0,42,9,WWL,LLW,6,3
2009-05-31,Juventus,Lazio,2,0,H,67,46,37,53,3,3,W,D,D,D,D,W,L,L,L,L,1.36,4.5,9.0,3.0,12.0,42,9,WWD,LLD,7,1
2009-05-31,Napoli,Chievo,3,0,H,40,35,45,46,0,1,L,L,D,L,W,D,D,D,D,L,1.73,3.5,5.0,8.0,18.0,42,9,L,W,0,3
2009-05-31,Palermo,Sampdoria,2,2,D,55,47,48,50,1,1,D,W,L,W,L,D,L,W,L,D,1.8,3.3,4.8,11.0,6.0,42,9,LLW,WWL,3,6
2009-05-31,Reggina,Siena,1,1,D,29,32,61,43,0,0,L,W,L,W,D,L,L,W,W,L,2.25,3.2,3.25,16.0,13.0,42,9,DWL,DLW,4,4
2009-05-31,Roma,Torino,3,2,H,61,35,59,58,3,0,W,W,D,D,L,L,W,D,L,W,1.62,4.33,4.6,2.0,15.0,43,9,DWW,DLL,7,1
2009-05-31,Udinese,Cagliari,6,2,H,55,47,48,44,1,3,D,W,W,W,W,W,L,D,L,D,1.8,3.5,4.5,7.0,14.0,43,9,WLL,LWW,3,6
2009-08-22,Bologna,Fiorentina,1,1,D,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,3.0,3.1,2.15,17.0,4.0,1,10,DLL,DWW,1,7
2009-08-22,Siena,Milan,1,2,A,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,3.75,3.0,1.91,14.0,3.0,1,10,LLL,WWW,0,9
2009-08-23,Catania,Sampdoria,1,2,A,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,2.5,2.9,2.62,15.0,13.0,1,10,LLW,WWL,3,6
2009-08-23,Genoa,Roma,3,2,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,2.3,3.0,2.8,5.0,6.0,1,10,LWL,WLW,3,6
2009-08-23,Inter,Bari,1,1,D,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.2,5.0,11.0,1.0,18.0,1,10,WW,LL,6,0
2009-08-23,Juventus,Chievo,1,0,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.25,4.5,10.0,2.0,16.0,1,10,DWD,DLD,5,2
2009-08-23,Lazio,Atalanta,1,0,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.8,3.1,4.0,10.0,11.0,1,10,WLL,LWW,3,6
2009-08-23,Livorno,Cagliari,0,0,D,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,2.25,3.0,2.88,18.0,9.0,1,10,WDL,LDW,4,4
2009-08-23,Palermo,Napoli,2,1,H,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,2.1,3.1,3.1,8.0,12.0,1,10,LLW,WWL,3,6
2009-08-23,Udinese,Parma,2,2,D,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,1.73,3.2,4.33,7.0,18.0,2,10,DWL,DLW,4,4
2009-08-29,Bari,Bologna,0,0,D,1,1,1,1,1,1,D,M,M,M,M,D,M,M,M,M,2.1,3.0,3.2,18.0,17.0,2,10,WL,LW,3,3
2009-08-29,Milan,Inter,0,4,A,2,1,1,1,3,1,W,M,M,M,M,D,M,M,M,M,2.7,3.0,2.38,3.0,1.0,2,10,WWL,LLW,6,3
2009-08-30,Atalanta,Genoa,0,1,A,0,3,1,2,0,3,L,M,M,M,M,W,M,M,M,M,2.3,2.9,2.9,11.0,5.0,2,10,WDD,LDD,5,2
2009-08-30,Cagliari,Siena,1,3,A,0,1,0,2,1,0,D,M,M,M,M,L,M,M,M,M,1.91,3.1,3.6,9.0,14.0,2,10,LLW,WWL,3,6
2009-08-30,Chievo,Lazio,1,2,A,0,1,1,0,0,3,L,M,M,M,M,W,M,M,M,M,2.62,2.9,2.5,16.0,10.0,2,10,DLW,DWL,4,4
2009-08-30,Fiorentina,Palermo,1,0,H,1,2,1,1,1,3,D,M,M,M,M,W,M,M,M,M,1.8,3.1,4.0,4.0,8.0,2,10,WWL,LLW,6,3
2009-08-30,Napoli,Livorno,3,1,H,1,0,2,0,0,1,L,M,M,M,M,D,M,M,M,M,1.44,3.6,6.5,12.0,18.0,2,10,WW,LL,6,0
2009-08-30,Parma,Catania,2,1,H,2,1,2,2,1,0,D,M,M,M,M,L,M,M,M,M,1.83,3.0,4.0,18.0,15.0,2,10,DDD,DDD,3,3
2009-08-30,Roma,Juventus,1,3,A,2,1,3,0,0,3,L,M,M,M,M,W,M,M,M,M,2.62,2.9,2.5,6.0,2.0,3,10,LLL,WWW,0,9
2009-08-30,Sampdoria,Udinese,3,1,H,2,2,1,2,3,1,W,M,M,M,M,D,M,M,M,M,2.0,3.1,3.3,13.0,7.0,3,10,WDD,LDD,5,2
2009-12-09,Lazio,Juventus,0,2,A,3,4,1,1,6,6,W,W,M,M,M,W,W,M,M,M,3.6,3.1,1.91,10.0,2.0,3,10,LDL,WDW,1,7
2009-12-09,Livorno,Milan,0,0,D,1,2,3,5,1,3,L,D,M,M,M,L,W,M,M,M,4.33,3.2,1.73,18.0,3.0,3,10,LDL,WDW,1,7
2009-09-13,Atalanta,Sampdoria,0,1,A,0,5,2,2,0,6,L,L,M,M,M,W,W,M,M,M,2.3,3.1,2.75,11.0,13.0,3,10,WWL,LLW,6,3
2009-09-13,Bologna,Chievo,0,2,A,1,1,1,3,2,0,D,D,M,M,M,L,L,M,M,M,2.25,3.0,2.88,17.0,16.0,3,10,LDD,WDD,2,5
2009-09-13,Fiorentina,Cagliari,1,0,H,2,1,1,3,4,1,W,D,M,M,M,L,D,M,M,M,1.53,3.5,5.5,4.0,9.0,3,10,LLW,WWL,3,6
2009-09-13,Genoa,Napoli,4,1,H,4,4,2,3,6,3,W,W,M,M,M,W,L,M,M,M,1.95,3.2,3.4,5.0,12.0,3,10,WWW,LLL,9,0
2009-09-13,Inter,Parma,2,0,H,5,4,1,3,4,4,W,D,M,M,M,W,D,M,M,M,1.25,4.5,10.0,1.0,18.0,3,10,WWW,LLL,9,0
2009-09-13,Palermo,Bari,1,1,D,2,1,2,1,3,2,L,W,M,M,M,D,D,M,M,M,1.57,3.3,5.5,8.0,18.0,4,10,ND,ND,1,1
2009-09-13,Siena,Roma,1,2,A,4,3,3,6,3,0,W,L,M,M,M,L,L,M,M,M,3.2,3.2,2.0,14.0,6.0,4,10,WWL,LLW,6,3
2009-09-13,Udinese,Catania,4,2,H,3,2,5,4,1,0,L,D,M,M,M,L,L,M,M,M,1.57,3.3,5.5,7.0,15.0,4,10,WWD,LLD,7,1
2009-09-19,Juventus,Livorno,2,0,H,6,1,1,3,9,2,W,W,W,M,M,D,L,D,M,M,1.22,4.8,10.0,2.0,18.0,4,10,WWW,LLL,9,0
2009-09-19,Napoli,Udinese,0,0,D,5,7,7,7,3,4,L,W,L,M,M,W,L,D,M,M,1.91,3.1,3.6,12.0,7.0,4,10,WDD,LDD,5,2
2009-09-20,Bari,Atalanta,4,1,H,2,0,2,3,3,0,D,D,D,M,M,L,L,L,M,M,2.3,3.0,2.8,18.0,11.0,4,10,LD,WD,1,4
2009-09-20,Cagliari,Inter,1,2,A,1,7,4,1,1,7,L,L,D,M,M,W,W,D,M,M,5.0,3.5,1.57,9.0,1.0,4,10,LDW,WDL,4,4
2009-09-20,Catania,Lazio,1,1,D,4,3,8,3,0,6,L,L,L,M,M,L,W,W,M,M,2.7,3.0,2.38,15.0,10.0,4,10,WLW,LWL,6,3
2009-09-20,Chievo,Genoa,3,1,H,3,8,3,3,3,9,W,L,L,M,M,W,W,W,M,M,2.7,3.0,2.38,16.0,5.0,4,10,LD,WD,1,4
2009-09-20,Milan,Bologna,1,0,H,2,1,5,3,4,2,D,L,W,M,M,L,D,D,M,M,1.33,4.0,8.0,3.0,17.0,5,10,LLW,WWL,3,6
2009-09-20,Parma,Palermo,1,0,H,4,3,5,3,4,4,L,W,D,M,M,D,L,W,M,M,2.3,3.0,2.8,18.0,8.0,5,10,WDW,LDL,7,1
2009-09-20,Roma,Fiorentina,3,1,H,5,3,7,1,3,7,W,L,L,M,M,W,W,D,M,M,1.91,3.1,3.6,6.0,4.0,5,10,WWL,LLW,6,3
2009-09-20,Sampdoria,Siena,4,1,H,6,5,2,5,9,3,W,W,W,M,M,L,W,L,M,M,1.57,3.5,5.0,13.0,14.0,5,10,WDD,LDD,5,2
2009-09-23,Atalanta,Catania,0,0,D,1,5,7,9,0,1,L,L,L,L,M,D,L,L,L,M,1.8,3.3,4.8,11.0,15.0,5,10,DLW,DWL,4,4
2009-09-23,Bari,Cagliari,0,1,A,6,2,3,6,3,0,W,D,D,D,M,L,L,L,D,M,2.1,3.1,3.75,18.0,9.0,5,10,ND,ND,1,1
2009-09-23,Bologna,Livorno,2,0,H,1,1,4,5,0,0,L,L,D,D,M,L,D,L,D,M,2.2,3.1,3.5,17.0,18.0,5,10,LD,WD,1,4
2009-09-23,Fiorentina,Sampdoria,2,0,H,4,10,4,3,0,3,L,W,W,D,M,W,W,W,W,M,2.2,3.1,3.5,4.0,13.0,5,10,DWW,DLL,7,1
2009-09-23,Inter,Napoli,3,1,H,9,5,2,7,3,1,W,W,W,D,M,D,L,W,L,M,1.44,3.75,9.0,1.0,12.0,5,10,LWL,WLW,3,6
2009-09-23,Lazio,Parma,1,2,A,4,5,4,5,1,3,D,L,W,W,M,W,L,W,D,M,2.0,3.0,4.33,10.0,18.0,6,10,DWD,DLD,5,2
2009-09-23,Palermo,Roma,3,3,D,3,8,4,8,0,3,L,D,L,W,M,W,W,L,L,M,2.88,3.2,2.5,8.0,6.0,6,10,LWL,WLW,3,6
2009-09-23,Siena,Chievo,0,0,D,6,6,9,4,0,3,L,L,W,L,M,W,W,L,L,M,2.4,3.1,3.1,14.0,16.0,6,10,WWL,LLW,6,3
2009-09-23,Udinese,Milan,1,0,H,7,3,7,5,1,3,D,W,L,D,M,W,D,L,W,M,3.3,3.1,2.3,7.0,3.0,6,10,LLW,WWL,3,6
2009-09-24,Genoa,Juventus,2,2,D,9,8,6,1,0,3,L,W,W,W,M,W,W,W,W,M,3.3,3.2,2.25,5.0,2.0,6,10,LLW,WWL,3,6
2009-09-26,Livorno,Fiorentina,0,1,A,1,6,7,4,0,3,L,L,D,L,D,W,L,W,W,D,3.6,3.1,1.91,18.0,4.0,6,10,LLL,WWW,0,9
2009-09-26,Sampdoria,Inter,1,0,H,10,12,5,3,0,3,L,W,W,W,W,W,W,W,W,D,4.2,3.3,1.73,13.0,1.0,6,10,DDL,DDW,2,5
2009-09-27,Catania,Roma,1,1,D,5,11,9,11,1,1,D,D,L,L,L,D,W,W,L,L,4.2,3.25,1.73,15.0,6.0,6,10,DWL,DLW,4,4
2009-09-27,Chievo,Atalanta,1,1,D,6,1,4,7,1,1,D,W,W,L,L,D,L,L,L,L,1.91,3.1,3.6,16.0,11.0,6,10,LDW,WDL,4,4
2009-09-27,Juventus,Bologna,1,1,D,10,3,3,4,1,3,D,W,W,W,W,W,L,L,D,D,1.17,5.5,12.0,2.0,17.0,7,10,WWW,LLL,9,0
2009-09-27,Lazio,Palermo,1,1,D,5,6,6,7,0,1,L,D,L,W,W,D,L,D,L,W,1.83,3.2,3.75,10.0,8.0,7,10,LWL,WLW,3,6
2009-09-27,Milan,Bari,0,0,D,3,6,6,4,0,0,L,W,D,L,W,L,W,D,D,D,1.29,4.5,8.0,3.0,18.0,7,10,WW,LL,6,0
2009-09-27,Napoli,Siena,2,1,H,6,6,10,9,0,1,L,D,L,W,L,D,L,L,W,L,1.62,3.3,5.0,12.0,14.0,7,10,DWL,DLW,4,4
2009-09-27,Parma,Cagliari,0,2,A,7,3,6,6,3,3,W,W,L,W,D,W,L,L,L,D,1.8,3.1,4.0,18.0,9.0,7,10,WDD,LDD,5,2
2009-09-27,Udinese,Genoa,2,0,H,8,11,7,8,3,1,W,D,W,L,D,D,L,W,W,W,2.1,3.1,3.1,7.0,5.0,7,10,LDL,WDW,1,7
2009-03-10,Bari,Catania,0,0,D,6,6,4,10,1,1,D,L,W,D,D,D,D,D,L,L,1.95,3.1,3.5,18.0,15.0,7,10,ND,ND,1,1
2009-03-10,Inter,Udinese,2,1,H,12,10,4,7,0,3,L,W,W,W,W,W,W,D,W,L,1.36,4.0,7.0,1.0,7.0,7,10,DWW,DLL,7,1
2009-04-10,Atalanta,Milan,1,1,D,2,3,8,6,1,1,D,D,L,L,L,D,L,W,D,L,3.2,3.2,2.0,11.0,3.0,7,10,WLL,LWW,3,6
2009-04-10,Bologna,Genoa,1,3,A,4,11,5,10,1,0,D,W,L,L,D,L,D,L,W,W,2.62,3.2,2.3,17.0,5.0,8,10,DW,DL,4,1
2009-04-10,Cagliari,Chievo,1,2,A,5,7,6,5,3,1,W,W,L,L,L,D,D,W,W,L,2.0,3.2,3.2,9.0,16.0,8,10,LWD,WLD,4,4
2009-04-10,Fiorentina,Lazio,0,0,D,7,6,4,7,3,1,W,W,L,W,W,D,L,D,L,W,1.73,3.25,4.2,4.0,10.0,8,10,WLW,LWL,6,3
2009-04-10,Palermo,Juventus,2,0,H,7,11,8,4,1,1,D,D,L,D,L,D,D,W,W,W,3.4,3.25,1.91,8.0,2.0,8,10,WWL,LLW,6,3
2009-04-10,Roma,Napoli,2,1,H,12,8,12,11,1,3,D,D,W,W,L,W,L,D,L,W,1.62,3.4,4.8,6.0,12.0,8,10,WDW,LDL,7,1
2009-04-10,Sampdoria,Parma,1,1,D,11,7,5,8,3,0,W,L,W,W,W,L,W,W,L,W,1.57,3.5,5.0,13.0,18.0,8,10,WWW,LLL,9,0
2009-04-10,Siena,Livorno,0,0,D,7,1,11,8,0,0,L,D,L,L,W,L,L,L,D,L,1.91,3.2,3.5,14.0,18.0,8,10,DLD,DWD,2,5
2009-10-17,Genoa,Inter,0,5,A,14,14,11,5,3,3,W,L,D,L,W,W,L,W,W,W,2.88,3.1,2.2,5.0,1.0,8,10,DDL,DDW,2,5
2009-10-17,Juventus,Fiorentina,1,1,D,11,7,6,4,0,1,L,D,D,W,W,D,W,W,L,W,1.67,3.3,4.5,2.0,4.0,8,10,LDW,WDL,4,4
2009-10-18,Catania,Cagliari,2,1,H,6,6,10,8,1,0,D,D,D,D,L,L,W,W,L,L,2.38,2.88,2.8,15.0,9.0,9,10,WWL,LLW,6,3
2009-10-18,Chievo,Bari,1,2,A,9,6,6,4,3,1,W,D,D,W,W,D,D,L,W,D,1.91,3.0,3.75,16.0,18.0,9,10,ND,ND,1,1
2009-10-18,Lazio,Sampdoria,1,1,D,6,12,7,6,1,1,D,D,L,D,L,D,W,L,W,W,2.25,3.1,2.8,10.0,13.0,9,10,WWL,LLW,6,3
2009-10-18,Livorno,Palermo,1,2,A,1,9,8,8,1,3,D,L,L,L,D,W,D,D,L,D,2.8,3.0,2.3,18.0,8.0,9,10,LLL,WWW,0,9
2009-10-18,Milan,Roma,2,1,H,4,14,7,13,1,3,D,D,L,W,D,W,D,D,W,W,2.0,3.2,3.2,3.0,6.0,9,10,LDL,WDW,1,7
2009-10-18,Napoli,Bologna,2,1,H,9,5,13,8,0,0,L,W,L,D,L,L,D,W,L,L,1.5,3.4,6.0,12.0,17.0,9,10,LWD,WLD,4,4
2009-10-18,Parma,Siena,1,0,H,8,7,9,11,1,1,D,L,W,W,L,D,L,D,L,L,1.83,3.2,3.75,18.0,14.0,9,10,WDL,LDW,4,4
2009-10-18,Udinese,Atalanta,1,3,A,11,3,9,9,0,1,L,W,W,D,W,D,D,D,L,L,1.67,3.3,4.5,7.0,11.0,9,10,WLW,LWL,6,3
2009-10-24,Inter,Catania,2,1,H,19,8,5,11,3,3,W,W,L,W,W,W,D,D,D,D,1.2,5.0,11.0,1.0,15.0,9,10,WWW,LLL,9,0
2009-10-24,Sampdoria,Bologna,4,1,H,13,6,7,10,1,0,D,D,W,L,W,L,L,D,W,L,1.5,3.4,6.0,13.0,17.0,10,10,DWL,DLW,4,4
2009-10-25,Atalanta,Parma,3,1,H,6,9,10,9,3,3,W,D,D,D,L,W,D,L,W,W,1.95,3.1,3.5,11.0,18.0,10,10,DWW,DLL,7,1
2009-10-25,Bari,Lazio,2,0,H,8,7,5,8,3,1,W,D,D,L,W,D,D,D,L,D,2.5,2.9,2.62,18.0,10.0,10,10,LL,WW,0,6
2009-10-25,Cagliari,Genoa,3,2,H,7,14,10,16,0,0,L,L,W,W,L,L,W,L,D,L,2.5,2.9,2.62,9.0,5.0,10,10,WLL,LWW,3,6
2009-10-25,Chievo,Milan,1,2,A,10,6,8,8,0,3,L,W,D,D,W,W,D,D,L,W,3.4,3.2,1.95,16.0,3.0,10,10,LLL,WWW,0,9
2009-10-25,Fiorentina,Napoli,0,1,A,8,11,5,14,1,3,D,D,W,W,L,W,L,W,L,D,1.7,3.3,4.33,4.0,12.0,10,10,LLW,WWL,3,6
2009-10-25,Palermo,Udinese,1,0,H,11,12,9,12,3,0,W,W,D,D,L,L,L,W,W,D,2.0,3.2,3.2,8.0,7.0,10,10,DLW,DWL,4,4
2009-10-25,Roma,Livorno,0,1,A,15,2,15,10,0,0,L,W,D,D,W,L,D,L,L,L,1.3,4.33,8.0,6.0,18.0,10,10,DDD,DDD,3,3
2009-10-25,Siena,Juventus,0,1,A,7,12,12,7,0,1,L,D,L,D,L,D,L,D,D,W,5.5,3.5,1.53,14.0,2.0,10,10,WLL,LWW,3,6
2009-10-28,Bologna,Siena,2,1,H,7,7,14,13,0,0,L,L,L,D,W,L,L,D,L,D,2.25,3.1,3.4,17.0,14.0,11,10,DDL,DDW,2,5
2009-10-28,Catania,Chievo,1,2,A,9,11,13,10,0,0,L,W,D,D,D,L,L,W,D,D,2.25,3.1,3.4,15.0,16.0,11,10,WWD,LLD,7,1
2009-10-28,Genoa,Fiorentina,2,1,H,16,8,19,6,0,0,L,L,W,L,D,L,D,D,W,W,2.5,3.1,2.9,5.0,4.0,11,10,LLD,WWD,1,7
2009-10-28,Juventus,Sampdoria,5,1,H,13,17,7,8,3,3,W,D,L,D,D,W,D,D,W,L,1.73,3.4,5.25,2.0,13.0,11,10,DDD,DDD,3,3
2009-10-28,Lazio,Cagliari,0,1,A,7,10,10,12,0,3,L,D,D,D,L,W,L,L,W,W,1.75,3.4,5.0,10.0,9.0,11,10,LWL,WLW,3,6
2009-10-28,Livorno,Atalanta,1,0,H,3,9,10,11,3,3,W,L,D,L,L,W,W,D,D,D,2.37,3.1,3.1,18.0,11.0,11,10,WDL,LDW,4,4
2009-10-28,Napoli,Milan,2,2,D,12,8,14,9,3,3,W,W,L,W,L,W,W,D,D,L,2.9,3.1,2.5,12.0,3.0,11,10,WLD,LWD,4,4
2009-10-28,Parma,Bari,2,0,H,10,10,12,5,0,3,L,W,D,L,W,W,W,D,D,L,2.05,3.2,3.75,18.0,18.0,11,10,WW,LL,6,0
2009-10-28,Udinese,Roma,2,1,H,12,15,13,16,0,0,L,L,L,W,W,L,L,W,D,D,2.5,3.1,2.9,7.0,6.0,11,10,LWD,WLD,4,4
2009-10-29,Inter,Palermo,5,3,H,21,12,6,9,3,3,W,W,W,L,W,W,W,W,D,D,1.44,4.0,8.0,1.0,8.0,12,10,WWD,LLD,7,1
2009-10-31,Juventus,Napoli,2,3,A,18,14,8,16,3,1,W,W,D,L,D,D,W,W,L,W,1.5,3.4,6.0,2.0,12.0,12,10,WLW,LWL,6,3
2009-10-31,Milan,Parma,2,0,H,10,12,11,12,1,3,D,W,W,D,D,W,L,W,D,L,1.4,3.75,7.0,3.0,18.0,12,10,WDD,LDD,5,2
2009-01-11,Cagliari,Atalanta,3,0,H,11,9,12,12,3,0,W,W,L,L,W,L,W,W,D,D,2.05,3.2,3.1,9.0,11.0,12,10,WLL,LWW,3,6
2009-01-11,Chievo,Udinese,1,1,D,13,14,11,14,3,3,W,L,L,W,D,W,L,L,L,W,2.38,3.1,2.62,16.0,7.0,12,10,LWL,WLW,3,6
2009-01-11,Fiorentina,Catania,3,1,H,9,10,8,15,0,0,L,L,D,D,W,L,L,W,D,D,1.44,3.6,6.5,4.0,15.0,12,10,WWW,LLL,9,0
2009-01-11,Livorno,Inter,0,2,A,4,26,10,9,3,3,W,W,L,D,L,W,W,W,W,L,6.0,3.75,1.44,18.0,1.0,12,10,LDL,WDW,1,7
2009-01-11,Palermo,Genoa,0,0,D,15,18,14,20,0,3,L,W,W,W,D,W,L,L,W,L,2.05,3.2,3.1,8.0,5.0,12,10,LWL,WLW,3,6
2009-01-11,Roma,Bologna,2,1,H,16,9,18,15,0,3,L,L,L,W,D,W,L,L,L,D,1.5,3.4,6.0,6.0,17.0,12,10,DDW,DDL,5,2
